date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
31-08-2024,Uttar Pradesh,Agra,5.0,"PM10,NO2,O3",35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2020,Karnataka,Madikeri,1.0,O3,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-06-2021,Haryana,Kurukshetra,1.0,O3,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Karnataka,Chikkamagaluru,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2020,Odisha,Brajrajnagar,1.0,PM10,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-05-2023,Gujarat,Ankleshwar,1.0,PM10,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2023,Maharashtra,Nanded,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-04-2023,Haryana,Ballabgarh,1.0,PM2.5,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2023,Madhya Pradesh,Pithampur,1.0,PM2.5,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2023,Uttarakhand,Kashipur,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-06-2024,Odisha,Barbil,1.0,O3,268.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2021,Andhra Pradesh,Amaravati,1.0,CO,27.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-07-2019,Rajasthan,Udaipur,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2023,Maharashtra,Sangli,1.0,PM2.5,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2021,Maharashtra,Kalyan,1.0,CO,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2019,Kerala,Thiruvananthapuram,1.0,CO,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-12-2024,Chhattisgarh,Chhal,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-01-2021,Haryana,Faridabad,1.0,PM10,372.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2022,Bihar,Buxar,1.0,PM10,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Madhya Pradesh,Sagar,2.0,"CO,O3",99.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-06-2017,Maharashtra,Mumbai,1.0,PM10,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2024,Mizoram,Aizawl,1.0,PM10,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2023,Maharashtra,Jalna,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-05-2024,Kerala,Thrissur,1.0,PM10,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2022,Bihar,Araria,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-02-2018,Punjab,Ludhiana,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2023,Rajasthan,Tonk,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-01-2022,Haryana,Manesar,1.0,PM10,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2019,Madhya Pradesh,Ratlam,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Bihar,Darbhanga,1.0,PM10,342.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2025,Odisha,Baripada,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-03-2023,Uttar Pradesh,Varanasi,4.0,"PM2.5,PM10",82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-02-2024,Rajasthan,Churu,1.0,PM10,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2020,Haryana,Faridabad,3.0,"PM10,O3",126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-07-2021,Karnataka,Kolar,1.0,CO,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-02-2021,Maharashtra,Thane,1.0,PM10,233.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-12-2024,Uttar Pradesh,Varanasi,4.0,"PM10,PM2.5,NO2",47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-03-2022,Bihar,Araria,1.0,PM2.5,227.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-02-2022,Punjab,Amritsar,1.0,PM10,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-02-2025,Karnataka,Tumakuru,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-08-2023,Andhra Pradesh,Rajamahendravaram,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-02-2019,Bihar,Gaya,1.0,PM2.5,290.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-03-2025,Chandigarh,Chandigarh,3.0,"PM10,O3",78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2022,Karnataka,Mysuru,1.0,O3,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-04-2024,Assam,Byrnihat,1.0,PM2.5,302.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2022,Bihar,Bettiah,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2021,Punjab,Bathinda,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-12-2023,Haryana,Gurugram,4.0,PM2.5,313.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2018,Uttar Pradesh,Kanpur,1.0,PM2.5,375.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-05-2019,Bihar,Patna,1.0,PM2.5,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2018,Haryana,Gurgaon,1.0,PM2.5,382.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-04-2022,Madhya Pradesh,Ujjain,1.0,PM10,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-07-2020,Haryana,Rohtak,1.0,PM2.5,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-01-2025,Andhra Pradesh,Tirumala,1.0,PM2.5,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-06-2022,Delhi,Delhi,34.0,PM10,215.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2021,Bihar,Hajipur,1.0,O3,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2022,Rajasthan,Alwar,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2024,Madhya Pradesh,Ujjain,1.0,PM2.5,179.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2023,Bihar,Motihari,1.0,PM10,334.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-07-2019,Punjab,Khanna,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-02-2022,Karnataka,Chikkaballapur,1.0,PM2.5,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-07-2022,Karnataka,Ramanagara,1.0,PM10,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Maharashtra,Chandrapur,1.0,PM2.5,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-01-2021,Uttar Pradesh,Agra,1.0,PM2.5,365.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2019,Bihar,Patna,1.0,O3,208.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-12-2021,Punjab,Mandi Gobindgarh,1.0,PM2.5,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2024,Haryana,Narnaul,1.0,PM2.5,310.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-12-2021,Haryana,Gurugram,3.0,PM2.5,375.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-05-2025,Andhra Pradesh,Rajamahendravaram,1.0,CO,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Nagaland,Kohima,1.0,SO2,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-05-2023,Chhattisgarh,Raipur,3.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2024,Rajasthan,Sri Ganganagar,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-05-2023,Tamil Nadu,Hosur,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-01-2020,Rajasthan,Jodhpur,1.0,PM2.5,278.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-05-2022,Haryana,Kurukshetra,1.0,O3,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-01-2023,Gujarat,Nandesari,1.0,PM2.5,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-05-2025,Chhattisgarh,Kunjemura,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-07-2021,Haryana,Narnaul,1.0,PM10,173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2016,West Bengal,Durgapur,1.0,CO,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-02-2020,Maharashtra,Mumbai,10.0,"PM2.5,PM10",202.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-03-2022,West Bengal,Asansol,1.0,PM2.5,179.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-01-2021,Bihar,Gaya,2.0,PM2.5,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Gujarat,Vapi,1.0,CO,123.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2019,Maharashtra,Solapur,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-01-2021,Tamil Nadu,Coimbatore,1.0,PM2.5,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-02-2021,Uttar Pradesh,Ghaziabad,4.0,PM10,307.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2020,Meghalaya,Shillong,1.0,O3,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-07-2024,Karnataka,Mysuru,1.0,PM10,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-06-2022,Rajasthan,Bhiwadi,1.0,PM2.5,235.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Punjab,Bathinda,1.0,PM2.5,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-04-2025,Karnataka,Hubballi,1.0,PM10,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-01-2024,Tamil Nadu,Tiruppur,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2020,West Bengal,Howrah,2.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2020,Kerala,Kochi,1.0,CO,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-08-2023,Maharashtra,Nanded,1.0,O3,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2019,Gujarat,Vapi,1.0,PM10,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-03-2025,Gujarat,Ahmedabad,7.0,"PM2.5,PM10",76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-05-2025,West Bengal,Durgapur,2.0,"PM10,O3",163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-02-2020,Gujarat,Vapi,1.0,PM2.5,249.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Haryana,Charkhi Dadri,1.0,PM2.5,324.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-07-2022,Haryana,Bahadurgarh,1.0,NO2,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2021,Madhya Pradesh,Gwalior,2.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Andhra Pradesh,Rajamahendravaram,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-02-2024,Tripura,Agartala,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-02-2024,Rajasthan,Karauli,1.0,PM2.5,226.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-05-2018,West Bengal,Durgapur,1.0,PM10,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-01-2025,Karnataka,Hassan,1.0,PM2.5,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-07-2022,Karnataka,Madikeri,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-03-2025,Andhra Pradesh,Visakhapatnam,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2024,Odisha,Barbil,1.0,O3,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2020,Kerala,Thiruvananthapuram,2.0,"PM2.5,PM10",87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-04-2023,Haryana,Yamunanagar,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-06-2024,Odisha,Bhubaneswar,2.0,"PM10,CO",75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-03-2024,Uttarakhand,Kashipur,1.0,PM2.5,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-06-2021,Haryana,Fatehabad,1.0,O3,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-12-2017,Maharashtra,Solapur,1.0,PM2.5,198.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2020,Uttar Pradesh,Ghaziabad,4.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2024,Madhya Pradesh,Gwalior,3.0,PM2.5,259.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2019,Haryana,Bahadurgarh,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-06-2025,West Bengal,Durgapur,3.0,PM10,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Madhya Pradesh,Maihar,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-01-2022,Maharashtra,Chandrapur,2.0,"PM10,O3",136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-06-2020,Madhya Pradesh,Bhopal,1.0,O3,51.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2023,Rajasthan,Alwar,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-02-2024,Rajasthan,Jhalawar,1.0,PM2.5,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-01-2024,Maharashtra,Chandrapur,1.0,PM2.5,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-01-2024,West Bengal,Siliguri,1.0,PM2.5,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-06-2022,Bihar,Katihar,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-05-2019,Uttar Pradesh,Ghaziabad,3.0,PM10,336.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-02-2019,Punjab,Ludhiana,1.0,PM2.5,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2024,Bihar,Purnia,1.0,PM10,139.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Punjab,Bathinda,1.0,PM2.5,193.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2024,Punjab,Mandi Gobindgarh,1.0,PM2.5,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-02-2023,Bihar,Katihar,1.0,PM10,320.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2024,Haryana,Panipat,1.0,PM2.5,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-06-2022,Bihar,Rajgir,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2024,Karnataka,Vijayapura,1.0,PM10,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2018,Punjab,Jalandhar,1.0,CO,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2019,Uttar Pradesh,Varanasi,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2023,Madhya Pradesh,Sagar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2018,Maharashtra,Nagpur,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2024,Karnataka,Tumakuru,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2018,Karnataka,Hubballi,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-06-2025,Gujarat,Ahmedabad,9.0,"PM2.5,PM10",102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2018,Maharashtra,Thane,1.0,PM10,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2024,Karnataka,Chikkaballapur,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-01-2020,Karnataka,Ramanagara,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-08-2022,Haryana,Manesar,1.0,PM10,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
